trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1397,False,"{'a': 0.1, 'e': 0.24716504527250852}",25,0,-32.377357255579085,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1398,False,"{'a': 0.1, 'e': 0.24691788022723601}",20,4,27.093149653226632,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.1, 'e': 0.24667096234700878}",20,12,16.64494772525982,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.1, 'e': 0.24642429138466176}",30,17,27.979368568534305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1401,False,"{'a': 0.1, 'e': 0.2461778670932771}",20,5,-1.3127865023879668,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1402,False,"{'a': 0.1, 'e': 0.24593168922618383}",30,16,8.08019084847421,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1403,False,"{'a': 0.1, 'e': 0.24568575753695765}",25,11,10.30886695590593,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1404,False,"{'a': 0.1, 'e': 0.2454400717794207}",20,1,-39.535431087358475,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
1405,False,"{'a': 0.1, 'e': 0.24519463170764128}",20,14,11.562064835102259,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.1, 'e': 0.24494943707593364}",25,0,11.87113632019813,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1407,False,"{'a': 0.1, 'e': 0.24470448763885772}",25,12,13.316388463520983,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1408,False,"{'a': 0.1, 'e': 0.24445978315121886}",25,7,15.417246269398605,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1409,False,"{'a': 0.1, 'e': 0.24421532336806764}",25,9,-19.982504047907444,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1410,False,"{'a': 0.1, 'e': 0.24397110804469957}",20,10,18.197877239895323,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.1, 'e': 0.24372713693665488}",35,0,-18.55409316235006,"{0: 29, 1: 4, 2: 1, 3: 1, 4: 0}",0
1412,False,"{'a': 0.1, 'e': 0.24348340979971822}",20,8,-13.493517105259127,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
1413,False,"{'a': 0.1, 'e': 0.2432399263899185}",20,16,8.417139245207695,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.1, 'e': 0.2429966864635286}",20,0,4.775964475964342,"{0: 17, 1: 3, 2: 0, 3: 0, 4: 0}",0
1415,False,"{'a': 0.1, 'e': 0.24275368977706507}",20,15,8.940858636568468,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.1, 'e': 0.24251093608728802}",35,20,13.67977569145017,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1417,False,"{'a': 0.1, 'e': 0.24226842515120073}",20,6,-16.003309330769284,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1418,False,"{'a': 0.1, 'e': 0.24202615672604952}",30,0,1.2809211285425042,"{0: 26, 1: 2, 2: 1, 3: 1, 4: 0}",0
1419,False,"{'a': 0.1, 'e': 0.24178413056932346}",25,14,19.914273869584918,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.1, 'e': 0.24154234643875414}",30,16,-49.26944090240255,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 1}",1
1421,False,"{'a': 0.1, 'e': 0.24130080409231539}",20,2,-49.03941474831592,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
1422,False,"{'a': 0.1, 'e': 0.24105950328822306}",20,8,9.547495694939247,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1423,False,"{'a': 0.1, 'e': 0.24081844378493483}",30,0,-37.3110204348251,"{0: 27, 1: 0, 2: 0, 3: 2, 4: 1}",0
1424,False,"{'a': 0.1, 'e': 0.2405776253411499}",20,9,17.808155711661097,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.1, 'e': 0.24033704771580874}",30,13,12.660553255968537,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.1, 'e': 0.24009671066809293}",20,11,17.19021269892496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.1, 'e': 0.23985661395742483}",20,14,-2.6440344185104045,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
1428,False,"{'a': 0.1, 'e': 0.2396167573434674}",30,12,12.358343687915669,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1429,False,"{'a': 0.1, 'e': 0.23937714058612394}",30,0,36.82763503655174,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
1430,False,"{'a': 0.1, 'e': 0.23913776344553783}",25,2,-49.891579320038474,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
1431,False,"{'a': 0.1, 'e': 0.2388986256820923}",25,9,21.2388352668502,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.1, 'e': 0.2386597270564102}",25,15,18.500222878634418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.1, 'e': 0.23842106732935378}",30,24,12.941511515252653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1434,False,"{'a': 0.1, 'e': 0.23818264626202443}",20,9,21.028570467363846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.1, 'e': 0.2379444636157624}",30,15,14.162466674260902,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1436,False,"{'a': 0.1, 'e': 0.23770651915214663}",20,15,10.433538740123124,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.1, 'e': 0.2374688126329945}",25,16,18.78164089862056,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.1, 'e': 0.23723134382036148}",25,17,7.004655119323636,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1439,False,"{'a': 0.1, 'e': 0.23699411247654112}",25,14,-42.6542047753728,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
1440,False,"{'a': 0.1, 'e': 0.23675711836406457}",25,19,0.704045704193679,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1441,False,"{'a': 0.1, 'e': 0.2365203612457005}",20,11,2.1665810720879506,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1442,False,"{'a': 0.1, 'e': 0.2362838408844548}",20,10,18.152170970693547,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.1, 'e': 0.23604755704357036}",25,0,10.602003697671956,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1444,False,"{'a': 0.1, 'e': 0.2358115094865268}",20,13,2.856050068844196,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1445,False,"{'a': 0.1, 'e': 0.23557569797704025}",20,14,10.700792021010168,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.1, 'e': 0.2353401222790632}",20,15,10.444916777598312,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.1, 'e': 0.23510478215678413}",20,0,7.450484235039163,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1448,False,"{'a': 0.1, 'e': 0.23486967737462733}",30,13,-0.7540359957006499,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1449,False,"{'a': 0.1, 'e': 0.2346348076972527}",20,7,21.43336443642364,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.1, 'e': 0.23440017288955545}",30,18,11.647622583018466,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1451,False,"{'a': 0.1, 'e': 0.2341657727166659}",20,7,13.11993738854197,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.1, 'e': 0.2339316069439492}",20,11,15.598416944696082,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.1, 'e': 0.23369767533700525}",35,20,27.44406291931646,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.1, 'e': 0.23346397766166824}",20,9,19.04862719865893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.1, 'e': 0.23323051368400657}",20,12,7.557757864258209,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.1, 'e': 0.23299728317032256}",25,0,33.0454076733199,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1457,False,"{'a': 0.1, 'e': 0.23276428588715223}",20,16,9.816521361898712,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.1, 'e': 0.23253152160126508}",35,0,47.16130451708647,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
1459,False,"{'a': 0.1, 'e': 0.23229899007966381}",25,13,11.724478812512414,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1460,False,"{'a': 0.1, 'e': 0.23206669108958414}",20,11,16.885016049376013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.1, 'e': 0.23183462439849456}",25,8,27.4882252094403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.1, 'e': 0.23160278977409607}",30,12,13.112499664946013,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1463,False,"{'a': 0.1, 'e': 0.23137118698432196}",20,0,32.628851451082575,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1464,False,"{'a': 0.1, 'e': 0.23113981579733764}",20,14,10.578685830955525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.1, 'e': 0.2309086759815403}",20,9,19.057003139860416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.1, 'e': 0.23067776730555875}",30,16,-2.4870728360383376,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
1467,False,"{'a': 0.1, 'e': 0.23044708953825319}",30,16,-25.195379857253023,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
1468,False,"{'a': 0.1, 'e': 0.23021664244871493}",25,0,19.04445445706693,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1469,False,"{'a': 0.1, 'e': 0.22998642580626621}",25,4,25.512098517926006,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1470,False,"{'a': 0.1, 'e': 0.22975643938045995}",20,6,8.405929002356547,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1471,False,"{'a': 0.1, 'e': 0.2295266829410795}",25,16,6.627489950055496,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1472,False,"{'a': 0.1, 'e': 0.22929715625813843}",20,13,13.075836226799918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.1, 'e': 0.2290678591018803}",20,13,-1.7052147170911933,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
1474,False,"{'a': 0.1, 'e': 0.22883879124277842}",30,0,-12.390242801236067,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1475,False,"{'a': 0.1, 'e': 0.22860995245153565}",25,16,-10.991396777811005,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
1476,False,"{'a': 0.1, 'e': 0.22838134249908412}",25,15,-3.2669950850986043,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1477,False,"{'a': 0.1, 'e': 0.22815296115658504}",30,9,21.485753534356416,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.1, 'e': 0.22792480819542846}",25,15,20.87744439506345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.1, 'e': 0.22769688338723304}",20,8,-33.33000144930088,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1480,False,"{'a': 0.1, 'e': 0.22746918650384582}",25,11,-1.1274041731446762,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1481,False,"{'a': 0.1, 'e': 0.22724171731734197}",25,13,-38.28003025452059,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1482,False,"{'a': 0.1, 'e': 0.22701447560002463}",25,13,9.732471092458539,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1483,False,"{'a': 0.1, 'e': 0.2267874611244246}",20,3,15.108428974747309,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1484,False,"{'a': 0.1, 'e': 0.22656067366330018}",25,14,21.450459393105845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.1, 'e': 0.22633411298963688}",25,16,4.7641385561369285,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1486,False,"{'a': 0.1, 'e': 0.22610777887664724}",35,16,35.02341329809838,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.1, 'e': 0.22588167109777058}",25,9,20.109009109540168,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.1, 'e': 0.2256557894266728}",25,6,14.297378745967789,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1489,False,"{'a': 0.1, 'e': 0.22543013363724612}",35,21,23.846869587537427,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.1, 'e': 0.22520470350360888}",25,14,-8.133767722033216,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
1491,False,"{'a': 0.1, 'e': 0.2249794988001053}",20,11,13.559357807557303,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.1, 'e': 0.2247545193013052}",25,17,16.286137960928315,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.1, 'e': 0.22452976478200387}",20,12,15.013616216804673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.1, 'e': 0.22430523501722185}",25,0,25.953396381964424,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
1495,False,"{'a': 0.1, 'e': 0.22408092978220462}",35,0,6.010710014560468,"{0: 31, 1: 1, 2: 3, 3: 0, 4: 0}",1
1496,False,"{'a': 0.1, 'e': 0.2238568488524224}",25,13,22.46585906648563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.1, 'e': 0.22363299200356998}",20,2,-0.11393080588682314,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
1498,False,"{'a': 0.1, 'e': 0.22340935901156642}",25,17,13.656003892228712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.1, 'e': 0.22318594965255484}",25,6,-50.235225050617025,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 1}",1
1500,False,"{'a': 0.1, 'e': 0.22296276370290227}",30,12,30.58651238876054,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.1, 'e': 0.22273980093919937}",30,18,2.2104633773981277,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1502,False,"{'a': 0.1, 'e': 0.22251706113826017}",20,16,6.988068251332592,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.1, 'e': 0.2222945440771219}",30,22,9.133996838887821,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1504,False,"{'a': 0.1, 'e': 0.22207224953304477}",25,5,20.908418043823698,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1505,False,"{'a': 0.1, 'e': 0.22185017728351172}",20,10,-6.759624260194539,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1506,False,"{'a': 0.1, 'e': 0.2216283271062282}",25,15,7.622910589996398,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1507,False,"{'a': 0.1, 'e': 0.22140669877912197}",20,6,-36.58474966323532,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
1508,False,"{'a': 0.1, 'e': 0.22118529208034285}",25,14,21.368131295218518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.1, 'e': 0.2209641067882625}",25,7,-0.2576704561813954,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
1510,False,"{'a': 0.1, 'e': 0.22074314268147424}",20,0,22.083452421271605,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1511,False,"{'a': 0.1, 'e': 0.22052239953879277}",30,22,13.460662611097634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.1, 'e': 0.22030187713925398}",20,11,-0.7751369967387456,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1513,False,"{'a': 0.1, 'e': 0.22008157526211472}",20,8,-54.18929038786061,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
1514,False,"{'a': 0.1, 'e': 0.2198614936868526}",30,23,6.710469922870136,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.1, 'e': 0.21964163219316574}",30,21,-6.45442770378802,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1516,False,"{'a': 0.1, 'e': 0.21942199056097256}",20,5,19.52325158250558,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.1, 'e': 0.2192025685704116}",20,0,22.902371434110492,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1518,False,"{'a': 0.1, 'e': 0.21898336600184118}",20,15,3.0022011983268033,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.1, 'e': 0.21876438263583933}",25,20,10.174872641322965,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.1, 'e': 0.21854561825320348}",20,6,26.038614701051003,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1521,False,"{'a': 0.1, 'e': 0.21832707263495027}",35,17,34.41019150661667,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1522,False,"{'a': 0.1, 'e': 0.21810874556231533}",20,10,-8.20053259136304,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
1523,False,"{'a': 0.1, 'e': 0.217890636816753}",20,7,-28.641019430741487,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
1524,False,"{'a': 0.1, 'e': 0.21767274617993623}",25,20,10.210496378380617,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.1, 'e': 0.2174550734337563}",20,14,-0.8905446809811637,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1526,False,"{'a': 0.1, 'e': 0.21723761836032254}",20,4,18.041400052715684,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1527,False,"{'a': 0.1, 'e': 0.21702038074196223}",25,0,19.207381289210446,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1528,False,"{'a': 0.1, 'e': 0.21680336036122028}",20,10,7.171549942478587,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1529,False,"{'a': 0.1, 'e': 0.21658655700085905}",30,1,-46.678733353495666,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 2}",1
1530,False,"{'a': 0.1, 'e': 0.2163699704438582}",20,12,4.059520784976482,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1531,False,"{'a': 0.1, 'e': 0.21615360047341434}",20,8,-32.37233800935343,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1532,False,"{'a': 0.1, 'e': 0.21593744687294092}",20,16,9.904857829277981,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.1, 'e': 0.21572150942606796}",20,10,21.322425998454353,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.1, 'e': 0.2155057879166419}",20,12,13.698602764948683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.1, 'e': 0.21529028212872525}",35,0,38.852794638653926,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
1536,False,"{'a': 0.1, 'e': 0.21507499184659654}",20,15,0.32941044186856794,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.1, 'e': 0.21485991685474995}",25,13,-8.54458797562961,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1538,False,"{'a': 0.1, 'e': 0.2146450569378952}",25,3,-13.949675280679923,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
1539,False,"{'a': 0.1, 'e': 0.21443041188095732}",20,8,-29.23562518463738,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1540,False,"{'a': 0.1, 'e': 0.21421598146907636}",35,21,11.796870205808089,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1541,False,"{'a': 0.1, 'e': 0.21400176548760727}",20,9,3.9032333489671514,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1542,False,"{'a': 0.1, 'e': 0.21378776372211966}",25,10,15.269545631887896,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1543,False,"{'a': 0.1, 'e': 0.21357397595839755}",25,11,-0.856893378186935,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1544,False,"{'a': 0.1, 'e': 0.21336040198243916}",20,12,16.687066758341874,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.1, 'e': 0.21314704158045672}",20,6,25.547232106001935,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.1, 'e': 0.21293389453887626}",20,14,11.592628121718356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.1, 'e': 0.21272096064433738}",20,0,-15.59806841736619,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1548,False,"{'a': 0.1, 'e': 0.21250823968369303}",20,8,8.924357576213136,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1549,False,"{'a': 0.1, 'e': 0.21229573144400934}",25,14,7.3282402545084855,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1550,False,"{'a': 0.1, 'e': 0.21208343571256533}",25,14,2.589942180689568,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
1551,False,"{'a': 0.1, 'e': 0.21187135227685275}",20,5,-20.53067247506449,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
1552,False,"{'a': 0.1, 'e': 0.2116594809245759}",20,11,16.38605783389255,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.1, 'e': 0.21144782144365132}",20,11,-36.87260157869096,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1554,False,"{'a': 0.1, 'e': 0.21123637362220768}",20,12,15.177403495573158,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.1, 'e': 0.21102513724858546}",30,12,18.983982415174488,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1556,False,"{'a': 0.1, 'e': 0.21081411211133688}",20,0,3.2928043658436335,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1557,False,"{'a': 0.1, 'e': 0.21060329799922556}",25,3,22.256038969071085,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1558,False,"{'a': 0.1, 'e': 0.21039269470122635}",25,0,-43.9495691111991,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1559,False,"{'a': 0.1, 'e': 0.21018230200652513}",20,0,-12.65317743412578,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1560,False,"{'a': 0.1, 'e': 0.2099721197045186}",25,4,-22.471569170090664,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 1}",1
1561,False,"{'a': 0.1, 'e': 0.20976214758481407}",25,13,12.18474380099934,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.1, 'e': 0.20955238543722926}",20,8,-1.6216642146350764,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1563,False,"{'a': 0.1, 'e': 0.20934283305179202}",20,16,7.916137659510644,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.1, 'e': 0.20913349021874023}",20,16,7.96068653040509,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.1, 'e': 0.2089243567285215}",20,6,12.71173408750194,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1566,False,"{'a': 0.1, 'e': 0.20871543237179296}",20,5,-2.511577033778735,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
1567,False,"{'a': 0.1, 'e': 0.20850671693942116}",30,22,11.125490649514136,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1568,False,"{'a': 0.1, 'e': 0.20829821022248174}",30,23,13.424329138005675,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.1, 'e': 0.20808991201225926}",20,14,10.971255270683795,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.1, 'e': 0.207881822100247}",25,15,7.300518307164493,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1571,False,"{'a': 0.1, 'e': 0.20767394027814676}",30,13,35.380291166068,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.1, 'e': 0.2074662663378686}",20,15,8.311868191271016,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.1, 'e': 0.20725880007153075}",20,10,8.593104260862475,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1574,False,"{'a': 0.1, 'e': 0.20705154127145922}",25,11,10.66083273188859,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1575,False,"{'a': 0.1, 'e': 0.20684448973018776}",20,16,7.519900667590168,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1576,False,"{'a': 0.1, 'e': 0.20663764524045758}",30,12,-49.229862033434756,"{0: 14, 1: 0, 2: 1, 3: 3, 4: 0}",1
1577,False,"{'a': 0.1, 'e': 0.20643100759521713}",30,16,25.200066470786304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.1, 'e': 0.20622457658762192}",20,8,-1.7428765413414522,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
